Date,Consumption
2014-07-26,1184.8439999999996
2014-07-27,1090.885
2014-07-28,1399.8110000000001
2014-07-29,1427.072
2014-07-30,1421.5250000000005
2014-07-31,1391.8580000000006
2014-08-01,1351.763
2014-08-02,1152.935
2014-08-03,1052.11
2014-08-04,1332.5300000000002
2014-08-05,1348.567
2014-08-06,1343.235
2014-08-07,1352.9210000000005
2014-08-08,1336.572
2014-08-09,1148.3490000000004
2014-08-10,1053.571
2014-08-11,1329.3799999999997
2014-08-12,1346.6170000000004
2014-08-13,1341.527
2014-08-14,1338.15
2014-08-15,1287.9930000000004
2014-08-16,1125.591
2014-08-17,1050.517
2014-08-18,1347.832
2014-08-19,1365.9679999999996
2014-08-20,1365.495
2014-08-21,1356.223
2014-08-22,1344.7789999999998
2014-08-23,1145.5739999999996
2014-08-24,1060.239
2014-08-25,1367.1190000000004
2014-08-26,1409.5680000000002
2014-08-27,1399.388
2014-08-28,1406.689
2014-08-29,1388.5979999999995
2014-08-30,1169.708
2014-08-31,1079.792
2014-09-01,1387.259
2014-09-02,1415.3619999999994
2014-09-03,1418.5350000000005
2014-09-04,1419.51
2014-09-05,1396.0179999999998
2014-09-06,1172.1160000000004
2014-09-07,1078.244
2014-09-08,1397.9100000000005
2014-09-09,1423.7479999999994
2014-09-10,1425.2479999999994
2014-09-11,1423.0489999999993
2014-09-12,1423.06
2014-09-13,1188.869
2014-09-14,1086.61
2014-09-15,1413.5479999999998
2014-09-16,1432.668
2014-09-17,1439.671
2014-09-18,1439.3819999999994
2014-09-19,1413.0830000000005
2014-09-20,1190.7109999999998
2014-09-21,1108.882
2014-09-22,1430.5870000000007
2014-09-23,1426.5979999999995
